2-gram,*/*,2/*,3/*,4/*,5/*,6/*,7/*,8/*,9/*,2/1:2,3/1:2,3/2:3,4/1:2,4/2:3,4/3:4,5/1:2,5/2:3,5/3:4,5/4:5,6/1:2,6/2:3,6/3:4,6/4:5,6/5:6,7/1:2,7/2:3,7/3:4,7/4:5,7/5:6,7/6:7,8/1:2,8/2:3,8/3:4,8/4:5,8/5:6,8/6:7,8/7:8,9/1:2,9/2:3,9/3:4,9/4:5,9/5:6,9/6:7,9/7:8,9/8:9,*/1:2,*/2:3,*/3:4,*/4:5,*/5:6,*/6:7,*/7:8,*/8:9,*/9:10,*/-9:-8,*/-8:-7,*/-7:-6,*/-6:-5,*/-5:-4,*/-4:-3,*/-3:-2,*/-2:-1
LP,536595563,2597492,4911368,212298115,50087302,62562632,69150711,47551302,26541046,2597492,1873516,3037853,1,4236151,208061965,1,10505745,36066788,3514771,1,4966733,53476495,4119406,1,1,230658,64033144,2484155,2402757,1,1,6203754,25439710,5894651,3051442,6817317,144433,1,741916,8373313,14278010,2651582,297225,199005,1,4471007,35259655,407657672,36844568,10006674,8680934,828427,32564851,180812,5394914,5259109,21286631,42425199,110105271,69815058,55895745,217356510
AX,531206961,3267122,150945797,56210593,82017484,49471301,100944728,45097641,15371696,3267122,4493804,146451994,42839917,7942672,5428006,11424128,61836466,144929,8611964,3774422,21705761,4269184,3308101,16413837,1001601,78396784,2883054,10642810,404046,7616438,1628300,34584675,624046,6661352,551998,1,1047275,1028459,12564749,1,391328,528568,615417,1,243180,69928921,371576971,14418624,41630685,18804407,8347426,2387134,2743881,332555,6871616,15784307,47318835,83740078,43432308,124341902,16293548,190448728
OX,523764013,5041742,102987829,11475719,58254654,101983506,38251963,46748902,45633558,5041742,622770,102365060,4744052,2119191,4612478,13893036,34404559,5809605,4147457,88197546,6617134,1540331,207286,5421213,4093883,4962040,12390239,3173062,1536166,12096578,5514889,8074921,6474474,6963806,3495497,1,16225320,14221004,481383,10490862,4069556,5257665,6127032,4480783,505280,139430352,162306079,42841535,29704012,93792472,27339711,23427782,2013046,2448389,78101557,16597414,40719997,109694060,47980690,54290171,15013374,152361418
UF,522547859,1114860,9670087,14249572,35640283,55357446,48795878,62534895,47949909,1114860,1246434,8423654,315649,13479653,454272,1,10462628,24063811,1113846,395807,48931742,4427211,1211599,391091,1,37721743,9951064,585810,425689,111576,1,51647288,6071827,3166117,219666,1430001,1,1,42912166,1852534,1800181,166346,924604,294083,1,3072747,334943344,47168074,126960782,3291648,3591682,3318443,1,201146,129302875,63159662,54494674,47301732,63013261,19814391,42151264,11609294
DM,512522702,4150917,4724887,1759212,29242681,27503290,49225870,62174050,78432516,4150917,2570971,2153917,497563,900970,360681,1,28710091,351058,181534,723395,22104024,4675873,1,1,1,28929440,3811383,13479977,3005073,1,1,43776659,363620,9755393,8278381,1,1,1,43887946,958943,3374022,30211608,1,1,1,7942843,386999012,10747703,31269452,63307961,389233,11866504,1,1,39077297,45904959,57523811,47700283,72657227,56607319,6828069,6847046
IU,490874937,3853993,7170991,5577661,12539781,149805184,91768174,61578812,75444905,3853993,1329374,5841618,953479,3884534,739650,465598,611945,11462240,1,1,2295663,1170339,146194373,144812,1,2016499,15986346,1405912,72359420,1,1,3921433,3241908,1306396,4502183,48606896,1,1,1290733,3542463,112368,359741,972843,69166762,1,6602441,19984936,43439507,149499626,77749064,50089992,69591257,31258351,38583726,608296,6442475,8268787,5535771,20861810,10524898,426126682,10580070
SF,483979932,2504078,5534571,503650,440174,1727139,20350708,60166473,63126965,2504078,1023982,4510590,294482,1,209169,1,440174,1,1,745101,1,876170,1,105870,1,314000,489736,1,19546974,1,1,1,469881,1682399,58014195,1,1,1,1,555352,2948853,57038321,2584442,1,1,4567640,5264762,22366148,4631251,320005718,4400848,102343622,10053739,9265546,11068409,94655890,50186528,47701949,65803141,139488832,20570955,7329704
BT,482272941,2768626,3645595,40161506,100053971,97485309,18491278,138598873,37261928,2768626,1800213,1845383,1,1,40161506,1,1,13216335,86837637,1,60320879,25058479,11736426,369528,1,4819056,5774987,7199512,1,697726,1,105874548,9379598,15440156,7561686,342889,1,1,19467139,1414754,14221721,1,2158317,1,1,4568838,195347737,107715938,138117829,11724089,24798515,1,1,1,9551914,28310891,108018183,50019958,81536020,41977991,27095860,132680401
KA,478095428,4401703,15373734,76588361,55334347,73745948,68267880,74071459,34547595,4401703,13500815,1872920,58270422,15975879,2342062,34178828,1755437,5911079,13489006,37859639,1670883,9055156,8936486,16223788,19741973,3199355,5683790,33966409,2979571,2696787,13888497,999404,17306784,17781007,13519270,1918928,8657575,14043094,122642,2713971,6848754,4975656,3474028,210771,2158686,200395464,25738586,45376576,84729432,40832880,56740113,14058973,7548550,1974017,16515859,17670383,25830070,67347484,121629723,120407621,49578320,54320190
YT,470429862,927293,838010,20762091,16423729,26028390,20587012,149009978,29677514,927293,126492,711519,1,19846489,915603,1,12900912,3522818,1,1,4570775,20300254,1040441,116923,300195,1414052,9589722,6385013,2314014,584021,1,6015235,133204680,509730,8203857,1076480,1,1,14424292,1126588,731583,2270197,9002401,2122458,1,1353978,74145765,178892333,12204196,133844164,24930054,12406792,11477216,13857080,5731014,24657144,19172697,253926885,20527796,84608453,38635079,3255355
EK,464449290,878655,2365438,140137829,175643932,62092178,51886627,13008676,3439782,878655,1049884,1315555,206208,895011,139036612,704892,650386,83628867,90659790,109137,8958068,23452391,27714750,1857836,1,182645,48489191,1251089,1033352,930354,1,395150,6284965,1749890,1889775,128277,2560624,1,498104,1297837,263242,937709,1,1,442894,2948772,13016045,302709794,126727312,13157348,1161638,2724263,442894,811064,121133,7529357,7055170,6995973,61202349,27449845,114579003,238915713
PM,449910018,7241979,12066990,1482617,1,392280,7948857,6061055,68847233,7241979,2770334,9296657,1097997,137371,247251,1,1,1,1,1,124631,267650,1,1,1,1,1042738,6906120,1,1,1,135643,1,5925413,1,1,1,1,1,1,3863907,64983327,1,1,1,11110308,9694299,1557637,18191518,65850044,4100126,336541893,143028,1506126,818111,106975,18360525,30504066,371097192,9329567,2907704,16785885
YA,444542871,5009783,8293871,61249469,144976978,55500068,63057972,36072323,43811857,5009783,7367272,926600,43924617,6908238,10416616,32048641,6185093,90032412,16710835,13740611,1174396,27849161,5350653,7385251,5799403,4890585,39868480,5380068,4141614,2977827,3490127,3287808,5896353,2931241,11760662,5945329,2760809,1931178,1782002,8229844,1274651,11032524,9302548,8477035,1782082,114017844,27041110,182723566,34225380,35786709,26595530,18992324,3544967,537451,3156305,6336268,19286663,29201928,95512805,110082090,129033381,49254423
GT,434302510,1196512,2839830,1693730,1966914,111328023,18943770,94619850,21679162,1196512,1272456,1567375,1,235338,1458393,1,1,1,1966914,122341,1,268293,110823908,113484,1,1,881209,17938741,123822,1,1,1,187508,4026661,365395,90040289,1,1,1,1,733069,396149,20446162,103785,1,2591307,1802712,2795400,140168382,998847,141253584,127814695,16492590,385001,1,9152470,12801184,2744443,17095065,175483809,210722871,6302674
WL,429185824,1952785,4687405,20815877,41269475,66641693,25294440,16761655,189032540,1952785,439756,4247650,322355,1584093,18909431,1,1,33002518,8266958,106810,1,13650141,51812273,1072472,1,1,15407754,9780090,106598,1,1,1,3571948,7194014,1617448,4198889,179360,177662,1,1104243,185412729,1422298,1,143430,772183,2999364,5831742,87061516,266488481,4218813,60157858,322789,2105268,1,6467149,4323741,23842580,204994169,24675213,25370031,91287551,35400833
RH,426095631,3318532,2549431,3337433,18785652,31937130,205686250,45290304,19565795,3318532,1685012,864420,2387995,1,949439,18158212,122166,1,505276,23544316,343433,8049383,1,1,8217289,1,195198868,885204,1,1384892,23682175,233159,1280074,15878900,4216000,1,1,5670102,1,885631,6215688,5164398,1629980,1,1,105057622,1563175,208800995,29214472,14830977,21744842,10301209,22749424,11832923,8400577,29454900,13157978,46150361,282682858,18427517,1685012,7429421
YL,416082308,486306,433870,6355201,117356818,81990236,29511198,59613852,36211369,486306,1,433870,1,4440970,1914232,1,13787949,93570773,9998098,1,8556803,59471292,3035593,10926551,1,2700826,14255146,6290886,5226451,1037893,1,22396954,11737140,16993623,2624060,159576,5702504,1,12733920,4998270,2919009,4752548,1680152,7153806,1973670,486306,71936250,189686002,45511221,31718662,41311407,19280112,6529870,7933715,7454999,16282910,68296491,23921037,51695296,88028109,115905053,33304563
HS,414044113,1743435,11150070,2668296,46981538,213306064,25251072,13617268,25202404,1743435,4388874,6761197,1358128,215068,1095102,2853671,1,1,44127868,1120832,1,553468,1,211631766,1,1,1,868400,264059,24118615,1,1,1,882938,454511,1,12279821,1,1,1,7146795,3355262,465135,1,14235215,11464936,6976264,1648569,56444600,222121496,26225681,30061167,14457139,16760982,18141269,407158,6167841,11764567,8358368,3872200,4867999,360464718
AH,384694920,20125620,10058921,47154184,104259094,62261705,63096521,44183823,12969950,20125620,3240203,6818719,2138730,12944537,32070919,41448021,13931100,9444193,39435783,842220,18961180,15670447,1277156,25510706,201487,14960581,7592956,20808381,1181657,18351464,109221,9452028,4679647,9191017,2769884,675275,17306757,1374240,2575605,969346,2850809,560987,1211010,509686,2918274,69936438,86282187,72052362,76648053,34123853,21269350,18593210,3724494,2064981,4787949,4733061,16177144,24324964,78533260,56790099,30095373,164228727
YC,380670477,357868,1252793,1564492,53260857,28151431,29616393,20401809,19471750,357868,1,1252793,1,1564492,1,1,41525932,11734926,1,1,20267987,7883445,1,1,1,7528800,15837932,5707035,542629,1,1,7948870,7587006,3696157,750586,419194,1,1,2266547,10797200,3694583,1408031,1305393,1,1,357868,88966508,233090563,28616584,6209444,4646054,7608236,7229445,2708596,25665463,64102821,28526761,24249648,43608810,63365076,14261238,1610660
YN,372595316,434073,2698447,12066766,31532185,32278431,76036089,80256430,60737262,434073,1,2698447,1,10531105,1535662,1,13563320,15428871,2539996,1,11893164,7910526,4336483,8138261,1,54988601,10582523,289998,2973749,7201222,1,60796474,8974534,948675,540088,2341139,6655525,1,54467686,1627389,2749965,148494,1,672071,1071662,434073,244681191,48194809,17885989,17538519,17301395,14354738,8846344,1889051,13740658,64930978,73348069,77171800,25301951,22303929,37999960,30962852
RW,359714600,1262472,235151,1,4293207,26573757,103091878,15556591,111734792,1262472,1,235151,1,1,1,1,3954982,338226,1,1492072,1576976,23504711,1,1,266335,104932,94259039,8461575,1,1,1,1,3987050,4639239,6930304,1,1,1,104667,12148620,1887937,97593571,1,1,1,3020877,5976704,138023926,38536191,159461511,3908717,781052,995811,604230,10850851,13720078,18672930,58739962,209260837,42851569,338226,1497622
HM,359316448,1644847,5904242,5297281,8409894,29917687,34642864,36992173,37583981,1644847,3417912,2486331,2331480,1551549,1414254,543588,6893921,177408,794980,1,502687,6136402,9576236,13702365,1,1,11421361,17645678,5389814,186014,1,196338,1,17057413,19477395,1,261030,1,1058450,1016088,2437576,5988339,11325634,1,15757899,7937824,12797889,20165509,49681489,60212087,79506701,24472904,38503942,51583533,636214,5108613,2562893,40756931,166363303,79568535,27926848,36247713
LW,356374126,557216,1,150212,1566847,292862391,35546750,13941013,7817802,557216,1,1,150212,1,1,1,982146,584702,1,1,289959278,2903114,1,1,1,138211,2432815,32975726,1,1,1,1,1010874,12625846,304295,1,1,1,1,4465137,683258,2669409,1,1,1,707427,291079633,11396638,46644701,5392405,1153327,1,1,1,1,895194,5289178,2891682,308840671,37315489,584702,557216
HL,355049621,1604786,3702505,4674705,3945301,93840526,65099779,63054057,37916213,1604786,1983715,1718791,175386,1,4499320,1,1802241,508798,1634264,1,2193102,7637113,83453431,556883,1,818649,6051899,2888142,54926749,414344,1,19829292,13351506,12718734,9617877,7356008,180645,1,2904618,3777212,13169268,13480944,758485,3825691,1,3763885,40953405,39919288,129092107,83682043,15555709,13893627,27160512,654565,8792663,10508151,36086688,34431934,40181738,24752517,179362296,10731374
AE,349540063,3875850,12733560,10698292,16443903,89447872,79140497,29438159,42698418,3875850,3698893,9034668,1254608,5514103,3929583,2385873,4124784,1324047,8609202,9718545,17378955,2118525,47311867,12919984,5697495,4413073,7252607,11441040,43514004,6822283,3139110,3044271,1588856,3438406,6007397,469385,11750740,20735200,1617515,3542571,2602699,6844855,1944278,692669,4718638,61971677,52720598,24813944,79952614,90293160,10369575,14724688,6934287,5876196,28433049,6168798,23779438,20296732,42072430,27343518,104605489,66450758
ZI,341671191,766859,3902331,28381182,9054064,36313990,47574073,56801437,60317658,766859,3752201,150131,16807945,1141618,10431621,622456,365827,6908541,1157243,3884621,1,11855319,19642269,931784,6936275,1447463,1013065,28828686,7497881,1850708,5064681,146194,1852108,3256352,43143660,2756166,582282,2491791,369007,1554861,11291056,12795734,26071933,5241776,501507,41899796,3620235,34310975,64895206,65392442,31416050,36474740,38379073,13610521,3088897,5766869,9932694,19128694,18738673,219099516,47226127,16870949
AZ,334669429,2047850,4448912,53725110,54725224,64763219,54212640,45058823,41614942,2047850,797168,3651745,2971907,46943197,3810008,3928096,25639143,23889844,1268144,2695217,21186914,39338147,1051836,491109,1937642,23879776,23481196,4351196,441334,121501,297662,8762950,2631592,31803775,951011,397747,214092,369007,10161313,13232210,13033184,2450749,1770936,597549,1,16530511,142097453,107399675,51615550,5962647,2770642,2684042,3539617,939760,2766044,12245253,25466648,43564777,87631970,75308016,74363225,11604443
LC,333338046,3764820,8375581,3829985,11544138,14936570,97400289,37087501,37019789,3764820,2623471,5752111,1,266149,3563837,1,4963125,6581014,1,1,7056846,7771916,107810,1,1,33386069,63255454,582733,176036,1,1,2362872,32912866,352406,306426,1152935,1,1,7618032,23257872,581193,5562695,1,1,1,6388290,73626961,226737273,2746117,15842448,5923259,736716,1130639,1,40655718,57827290,27782011,73711883,76227398,13624197,11045028,13080766
PY,331698157,673658,6647362,46110580,69626640,31964108,81091220,11510715,40724618,673658,1265050,5382313,1688785,1,44421796,1583719,1,1184927,66857996,3258416,1110394,566230,317690,26711382,11079857,116138,8196085,1,1,61699143,7978523,117690,776072,919532,1,1,1718902,4612575,1,26038148,1454983,6245761,110884,386212,1876061,37742911,6726532,83926971,69810228,33241383,62571693,2790627,4785048,6075296,6323977,9453190,37523183,6838702,20535978,2365897,3153876,239343044
AJ,331384553,2459294,4732878,8539951,176796251,10578606,34288388,79043024,4669091,2459294,819343,3913536,1839313,6700639,1,407671,174759982,522787,1105814,237875,4923450,1412699,3383829,620757,116095,31565997,1,1124233,1028156,453911,1,76178148,1,1048862,339247,1476770,1,1,3554208,326829,222699,1,437226,128133,1,5879586,304849622,7857862,6885433,2668330,2481457,762269,1,1,2188579,7388253,76621070,32435110,7014117,179912695,14059651,8553308
IQ,318727905,3601306,522721,259972,2089896,88323823,27321596,29621504,75864379,3601306,333012,189710,100912,159061,1,690387,611411,1,788100,1,48562239,39761585,1,1,114445,8927438,2226407,16053309,1,1,1,642983,6896505,2861088,19220931,1,1,1,4929917,2876433,13465199,3774182,50818652,1,1,4840058,71327484,59071657,40866354,23265895,108573172,7689558,713083,1575807,2651465,17784277,5036383,29559923,117344542,135874362,492072,4579114
NJ,312598991,7614451,405182,491955,36932990,62014907,47451471,58148164,50355559,7614451,1,405182,1,1,491955,1,34395038,2537953,1,1,54417003,7476317,121589,1,1,43217188,3437958,385531,410797,1,1,37093332,19953460,250467,1,850908,1,1,44967157,4456927,619652,311826,1,1,1,7614451,233064525,67966753,1377236,883564,1086691,475232,1,130546,32659510,51983302,41550258,63790298,58831621,42256884,3921244,8511586
BB,308276691,1981634,7991790,15587948,46702594,92844359,81000936,25416369,19498149,1981634,4546184,3445607,122291,5601242,9864417,1,16031331,29648107,1023158,1,6136672,80657751,5693545,356394,1,463600,66130952,13565886,840501,1,1,143030,10461305,11671043,3140994,1,1,1,468865,3433259,828285,14767743,1,1,1,6650107,41100910,203417365,36026949,20743367,1,211335,126664,1,2308589,2789682,5620998,13253922,98706407,113856246,46329575,16671206
NH,306883964,1812392,2869638,3474643,2702050,7418762,53912535,56286398,54308066,1812392,2413960,455679,120165,1,3354479,117047,786091,1156742,642173,1,3375656,4043107,1,1,1,43465066,7781994,2563478,102000,1,1,42824251,1977713,9733207,1212006,283376,255850,1,40241090,7347428,2410393,3639014,670145,1,1,4463561,222544731,26870845,18150725,22036531,8261089,3700511,530161,325818,33881861,43384887,52571571,64983264,31738390,10985255,4152625,6520569
UO,300484144,481020,12868772,10445966,21352142,60050769,18834726,28593743,31756578,481020,172194,12696579,196091,9931631,318246,1,20301894,424725,625525,131422,48430313,747813,10139894,601331,1,7474747,1,9642534,1717447,1,1,7028697,4080258,979717,15181123,347861,976092,1,9537144,757409,274477,1543665,19365940,1,277948,980724,125039872,16773655,21986437,20589189,24088009,56941268,24786488,5953003,14500867,10501943,8077510,34012107,51437389,136764731,22733747,16125352
