3-gram,*/*,3/*,4/*,5/*,6/*,7/*,8/*,9/*,3/1:3,4/1:3,4/2:4,5/1:3,5/2:4,5/3:5,6/1:3,6/2:4,6/3:5,6/4:6,7/1:3,7/2:4,7/3:5,7/4:6,7/5:7,8/1:3,8/2:4,8/3:5,8/4:6,8/5:7,8/6:8,9/1:3,9/2:4,9/3:5,9/4:6,9/5:7,9/6:8,9/7:9,*/1:3,*/2:4,*/3:5,*/4:6,*/5:7,*/6:8,*/7:9,*/8:10,*/9:11,*/-9:-7,*/-8:-6,*/-7:-5,*/-6:-4,*/-5:-3,*/-4:-2,*/-3:-1
ILL,3995118252,55727303,1800215742,598680053,266082134,536172895,223230707,192271807,55727303,4686794,1795528949,4217250,129383985,465078820,731762,191695579,62225697,11429099,46252545,416941531,34044843,23953891,14980089,35582236,103845841,32202272,21528056,17947801,12124506,14275537,27620420,32878951,41828451,36617898,24807943,14242613,317410422,2703551355,637753838,128469610,91836214,64327415,37767747,8091450,3866198,41352253,91467051,201925586,511232626,307857980,285340058,2372089925
URE,3944467759,753599,196852549,21764818,946159108,807786025,746269377,452586264,753599,4270067,192582483,1,18014413,3750406,2538538,94700037,21667760,827252776,3318689,4292506,4907008,193099719,602168107,2796221,3219261,6979306,6085534,432993740,294195320,1,2495688,1436939,4026187,12113294,89788692,342725469,14066034,335318509,39332639,1032379472,1122684815,385725141,505074036,132257926,320613149,1473181,34740825,55615226,20669736,140013147,1013196488,2659048171
IDE,3916831963,1057778,547108527,434523678,292103615,606571887,774332230,435327370,1057778,149966199,397142329,142683481,135926450,155913749,13528730,51251762,60166056,167157070,5244920,10622352,48666155,228047545,313990919,116438295,20668558,165846090,80243739,339160626,51974927,32635923,7431811,45736946,99537877,184521630,23786305,41676884,601317444,644795530,514060005,621642946,1328328935,92016595,68480114,11518952,19217545,126650107,295398200,133079204,532325816,513750461,965791771,1163507840
OVE,3916118811,349294,1038513036,645395422,234318626,331949900,662273222,224874485,349294,723122761,315390276,7288607,292064419,346042398,4012203,79817246,104809877,45679303,59289238,117541028,4797182,104422281,45900175,104172067,344777096,7143491,32859914,170246478,3074181,46051850,105398440,1831727,21694848,39973905,9923720,1,1041642010,1732498449,469622524,218805545,390190995,48585383,9877091,4760502,1,457823692,249205747,473480749,225026294,166321856,1411562712,757706596
CAL,3912525153,11552856,166968651,354369485,439861035,405060832,528445490,670502281,11552856,165080543,1888109,51628219,93379331,209361937,358300265,23385528,31390581,26784664,78525117,6400072,17680602,2159353,300295692,45796201,2426046,29457441,1572189,8937173,440256445,25846699,934819,14416127,1000119,61242577,13146930,553915016,906162495,129529113,322921987,38132706,374458455,501075836,629551978,392163924,231413821,27062383,62644832,98958488,402218562,481789713,324396919,2334207151
BLE,3874673896,939865,191689683,359660168,332324599,539471805,888732420,481472536,939865,8743964,182945720,19867999,630484,339161687,3825162,1608573,68597113,258293754,25244981,1,12143744,283324896,218758187,30455705,1,6603506,187296955,47848977,616527281,10464645,1,1422906,5003943,100994,89699576,374780477,101033604,185309243,438764873,744766994,275475326,707235162,392507631,486258435,248133393,16835489,43588066,36400925,16446923,222320618,522141168,3012023134
OUT,3862229954,1048211345,14193097,1471807664,146775824,751679451,196187858,70805772,1048211345,2189540,12003558,30742489,343735735,1097329442,91720195,31210338,8220656,15624638,224697696,30361249,14141588,4593922,477885000,83808762,86203650,9384482,1745175,11665671,3380123,23442248,43366681,1,1146787,1,2656217,193843,1540556396,565858827,1129289660,23637702,492230421,6036339,4168386,100452230,1,27553588,127388937,311536377,134435505,77839587,380139009,2751977442
STI,3838372233,415489,10858435,446783078,52726485,351503414,630719433,644096259,415489,10500363,358073,444766605,1087379,929096,21713910,430315,29889336,692927,30715702,124075,273829069,44368428,2466144,43563389,34071235,115836533,331113096,106135184,1,23574090,68824530,171581385,122728623,216342229,40936570,108838,628619443,126188240,1000411549,824413472,541527895,305977015,181613950,34549981,47793578,402804929,340773235,353953283,390917612,1591763208,413951166,4970562
TIC,3827724882,1482021,3973691,33392888,197762521,425268961,778558773,772684231,1482021,3535249,438443,1482211,20366126,11544553,10651815,10232706,76281596,100596407,8963583,590380,148682573,139068870,127963559,922671,5008264,57352084,164423439,248686385,302165935,362987,118671,10177019,87029025,447259713,38228981,189507841,27989949,37141829,378479766,989636348,935254921,402278710,415027343,285683939,93755811,185764566,86635532,441526371,211378039,952015454,693822166,1162700296
OUN,3822970507,123824,9985644,1034945487,723661301,874311616,329058769,345286751,123824,1,9985644,4940495,1029779678,225316,5481701,203276424,514618313,284866,1,625140625,70411872,171786457,6972665,1,181567995,17975977,62101847,67144154,268800,1,213710806,9503713,79767736,33963746,8055623,285132,10546018,2461570880,621981584,407719872,222497103,12211205,73736752,12064499,642602,128320181,260604886,274119386,795374715,382256214,1867763464,18146241
ENC,3804294829,250244,1320527,100122390,258590248,362988071,707558922,689441848,250244,1320527,1,376992,99745399,1,3192875,14611047,240523825,262504,8783077,8619242,11057483,334308082,220191,21081661,2425357,47274171,55580605,581197132,1,59229266,2632048,11034634,1824753,76207544,538513608,1,219984955,135995993,313290599,402160779,698586496,669132736,922196049,197715159,176131458,72272664,36913999,24514669,144879274,536286097,2857095713,732937
ORE,3797463504,13678788,1654470343,170712574,828829901,355903995,223011339,361938596,13678788,4657232,1649813112,1,42615329,128097246,11076076,74501445,108891651,634360732,1620135,218841269,7336734,80198306,47907555,444972,113423900,17305625,9659350,55380262,26797235,309456,28591067,10401712,2204962,5465181,14286834,300679390,31786654,2169397611,284437089,789628464,112343178,45793242,313784128,10243743,34612947,32294255,76189285,134080452,255428356,99729917,319231888,2843442082
ANT,3755591977,5004790,285326073,311675257,317015239,411638026,646223871,749326029,5004790,60425337,224900737,4281817,82787363,224606079,10117769,138091816,100691403,68114254,59110394,44653656,87719769,44220603,175933608,53007673,14896867,91786535,82604576,75949361,327978864,34983625,17508288,3517128,81084824,53863085,53905708,504463377,379404316,538622356,580180565,326749826,359239892,514459924,611510306,202761294,223988929,82637849,147794603,131782030,326924231,485277785,591072443,1804529215
ITY,3740314312,1294200,260097213,50627483,93405657,424485740,878208272,732022128,1294200,1,260097213,1,100243,50527241,1,1,127973,93277685,1,658077,1,351178,423476487,1,332283,1,129590,1,877746401,1,245200,1,1,1,1,731776929,1294200,261593040,50655213,93758451,423476487,877746401,731895226,530422819,432003307,160029,363497,332283,658077,129590,723435,3737947407
FRO,3734044759,3668858,3477958919,134569713,23123752,15846186,31016146,16667513,3668858,3474888151,3070769,134412539,157175,1,23008102,1,115651,1,13058059,1,1657785,1130344,1,23620995,1,392723,6299810,702621,1,9035685,1,401994,1813846,2579312,2836680,1,3684896774,3520152,3034112,32973332,3388008,6015817,216570,1,1,9035685,27953676,24670013,25480118,148076810,3479830617,6739626
ART,3726591177,165726242,585752553,810586392,320391500,521376156,290517358,233759567,165726242,46139133,539613421,2338964,482489884,325757546,78879064,138424518,74016024,29071897,117418621,219230819,156644125,9233987,18848608,98196710,73898794,83531852,20432421,7227051,7230535,33672730,87820566,57422473,37096035,7400598,4511285,5835886,598644597,2047218618,713526135,251985124,45642897,18079186,28664751,9840814,12989063,257340997,224067606,381532879,441061756,333335747,633348833,1100520455
TUR,3716216524,619439,142285401,45261669,748873994,887246455,535093444,468700192,619439,142285401,1,43274080,949920,1037671,167570391,4066285,575866374,1370947,70339082,768796,216277323,598187525,1673733,13967905,1449219,116308169,333401326,69079948,886882,11209300,1,79321813,73956538,37895683,265320000,996863,456163717,7632686,1019391707,1060235338,117281688,434569218,117693533,419144811,62201438,31554638,64156994,176779187,434034106,951498146,2036100093,7366340
PAR,3691428920,24935870,585810364,516470829,199163246,378593477,464238974,336770818,24935870,584634997,1175368,448323534,68024866,122431,170385783,16545130,10331223,1901113,296382006,8962989,7903160,64969035,376291,159908141,6618151,138390491,156039419,1857010,1425767,170007764,26248778,93492150,42128290,4317939,411580,164323,2492576789,133720409,532056519,473565678,16788543,29454968,284200,12857455,1,228722243,519001472,490709999,372212732,643993880,736200912,30101157
RED,3671917166,122998967,22183994,99150489,344795534,843554290,1222760893,363935829,122998967,3380636,18803359,3135376,2215101,93800014,51123335,65000224,1547532,227124446,99198502,22776332,3398406,1326280,716854774,36366350,27719610,7986819,589417,24798287,1125300415,58170738,57886939,1229169,1,7192072,277979,239178937,411159371,303451578,119704508,267139972,752725258,1127644047,239280184,318409793,92733531,92324283,115224343,150804022,82572681,79443942,33805502,2994371500
OTH,3662729447,542426,560445622,1440990161,518867531,834087405,83171107,93941702,542426,806255,559639368,1383301004,5353366,52335793,280413605,204422465,7512058,26519406,2008463,252068558,564018114,13905496,2086778,1,7345594,62928660,10419548,523367,1953942,74479909,3112424,7717992,3508127,3402078,434682,1286496,1742129534,1042090896,710225646,118113080,15345091,17624454,13815918,2571312,259322,103205098,33443158,61194310,600724433,2179511841,29247895,645580556
ERI,3634984262,228268,19219233,32765341,429758769,415483476,969089598,571252954,228268,16272826,2946408,4379191,26713531,1672621,1,424159957,4597130,1001684,2832486,183658595,176122671,52236835,632893,2664224,55501439,348605930,497446985,64294256,576769,1,48062464,63283200,152395712,301581090,5503444,427049,26570598,831249359,603957326,1253601242,413547806,139424889,138717995,211839473,9760153,136284415,316480084,427249320,768361007,1681725706,191658576,7708851
HIC,3617867237,468274,1810132,3188169865,36996473,147150135,37167062,42465578,468274,911009,899124,2503905,3181651788,4014174,1128008,2616988,21909655,11341825,2312772,80330454,44611291,105420,19790202,111009,8086376,14946674,3452218,7790224,2780566,1,29325342,2097864,1,7270865,518317,3253194,7434972,3310550510,87579654,15076884,41865162,3518599,5278117,48630176,53785259,5362933,30016004,21446420,100867578,126184542,3214924132,116788123
IES,3606387089,897267,81180652,47136955,491720276,620299331,491739260,619961874,897267,1,81180652,1,2492746,44644210,1,9405708,28614252,453700318,1,1809913,21917538,6613333,589958550,1,212920,3224623,1111645,30761375,456428701,1,866245,3981324,1,1518312,4663223,608932774,897267,96085212,107950228,461425294,626213533,461461761,610609593,575904585,274019375,1083874,7987418,4622175,6797328,34360337,75014810,3476521153
STE,3592565890,1595529,116546150,306572270,883224186,769221265,442300552,507590921,1595529,114167788,2378363,202741861,5219802,98610609,56834554,17008993,806538412,2842230,106094609,2355829,521375014,134703102,4692715,64869391,7125767,69266737,43944270,253893856,3200536,22155469,2694622,107188276,99804263,78583009,196554389,610899,604164407,51866466,1688113995,314211008,389139241,331288889,141213111,58629612,6399085,45622946,137643081,283396504,319417348,972842649,1644235708,115399357
GHT,3589011578,147982,213015,1476841179,697317833,654974746,399343937,164951466,147982,1,213015,1,1,1476841179,1,1,228328884,468988950,1,1,62658461,45018525,547297762,1,1,79527603,159193804,69515232,91107301,1,1,37314298,38191028,23719525,439971,65286648,147982,213015,1933936927,743009082,689565587,109231095,83838074,17596300,9604953,15956492,44823785,79789278,140562345,259958316,354496447,2671822448
ICH,3577428960,4390047,75752417,3161329691,49137304,123716480,83947570,29639433,4390047,222240,75530178,1,13065370,3148264322,187291,30148589,2519509,16281918,237957,109198785,2073912,2174725,10031105,171773,59253918,1501151,7395270,1311784,14313679,108852,10074372,5948429,2452599,553458,116855,10384874,5468953,312119840,3164705591,36963676,14681934,22744803,14377686,4345298,249728,11314728,13496528,72393740,116220175,49595581,22365724,3283646699
IGH,3553478574,118611,394196920,1435795376,750425323,258422020,300241977,168215349,118611,213015,393983906,1,1420598816,15196561,1,464560822,284319085,1545418,1,136510583,50682811,67508761,3719868,1,94501176,92958379,19025335,89866200,3890891,1,48130381,40227399,16153144,715580,62576328,412522,331625,2622009920,572833585,137511678,111850130,85925874,15969478,6258640,1,55745383,95164384,151131362,257140668,546902813,1943702718,418867771
UND,3541129201,50769353,45959154,1369687573,534956935,334662858,187186877,145212190,50769353,4129053,41830102,591032920,52499301,726155354,6062634,55081114,96372617,377440573,13190774,142082673,129981331,40187091,9220993,8805958,26211219,84717368,11602661,4106085,51743591,62474579,3749159,28132914,10597534,9971349,26807489,3479172,1229950816,389771972,1175159653,464120048,29813728,163884143,5029865,70691884,12064499,84801074,104804268,89629353,280487105,840003138,231766450,1335386129
YOU,3526888941,2337737642,750983524,305734095,18337542,35485275,66394053,2095025,2337737642,750983524,1,304743171,1,990925,5696390,1,12641153,1,34019501,1,1465775,1,1,65679330,1,614308,1,1,100417,2095025,1,1,1,1,1,1,3510910164,1,15878362,1,1,100417,1,1,1,2095025,65845534,34019501,6310697,306208945,763624676,2338828982
ORT,3525114056,550614,161200763,594638498,428466421,582582786,413360256,623872520,550614,544369,160656395,2325057,398894073,193419370,2288775,103164549,24231688,298781412,1,121513956,45026767,182513802,233528264,13223242,182851658,31728751,147546967,27934779,10074864,4328566,118224752,17799436,360788871,64949011,10655430,47126460,32769331,1177198803,325373935,1294441679,512927664,34191079,123628117,19700381,2238548,55024184,296219624,376144731,638575473,386903078,670044342,952426981
ERA,3467154218,31880609,12071592,24132425,58215391,1189712925,289888611,544216106,31880609,2847666,9223927,2471093,2966976,18694358,2716899,21774820,3236360,30487315,5162740,9854992,230611053,931956197,12127947,303137,15732751,64594819,197753919,9437366,2066624,1680487,3776523,206122394,281621337,35674547,14225716,1115108,50416015,67764023,643338021,1858227186,308284570,190485430,296508659,22172857,22431001,71482200,248615100,826563538,592391127,572942565,1002317407,108892845
WER,3454801394,854328,2272896271,578326574,264482409,109722831,138705216,51967466,854328,2272326970,569302,1738439,454571,576133566,7105227,473571,93758890,163144724,538967,560013,16432187,89010062,3181606,930459,215328,70725705,46431612,1207324,19194793,1,1,5042750,15906383,4726526,21230006,5061805,2283987357,2272781,768465666,316535723,13660515,43138311,8388896,12021889,6330264,115530,6123683,11639608,97436733,73039251,2481436230,783338045
NTI,3452787543,105196,51119715,270334881,111598455,126138737,662589613,869396893,105196,285680,50834036,1,268412020,1922862,1,107230600,3645929,721928,1,22679368,96467734,5816232,1175406,1,177002324,98111434,320406856,66013981,1055022,1,28534720,290571089,79827043,460063607,10044622,355817,390875,768845252,705102439,582216301,762444191,284430327,141001360,176781115,20398459,149976323,222924631,709526440,403852014,1401075421,359862786,56494959
